gtin,brand,product_name,size,category,image_url,source
7903947450330,Heinz,Heinz Chocolate Bar,250 ml,Dairy,https://dummyimage.com/200x200/000/fff&text=Chocolate+Bar,Retail786k
7517352947301,General Mills,General Mills Cola,1000 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Cola,OpenFoodFacts
8505301700793,Mars,Mars Cereal Box,750 g,Household,https://dummyimage.com/200x200/000/fff&text=Cereal+Box,OpenFoodFacts
1261782525443,Mars,Mars Cheese,1000 ml,Snacks,https://dummyimage.com/200x200/000/fff&text=Cheese,Retail786k
1364579400913,Coca-Cola,Coca-Cola Soap,250 ml,Frozen,https://dummyimage.com/200x200/000/fff&text=Soap,RP2K
8803702676106,Pepsi,Pepsi Shampoo,1500 ml,Bakery,https://dummyimage.com/200x200/000/fff&text=Shampoo,OpenFoodFacts
2510424815749,Unilever,Unilever Soap,1000 g,Bakery,https://dummyimage.com/200x200/000/fff&text=Soap,RP2K
2184251226452,Kellogg's,Kellogg's Bread,330 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Bread,RP2K
3299381227398,Unilever,Unilever Cola,1500 ml,Cereal,https://dummyimage.com/200x200/000/fff&text=Cola,Retail786k
4732006008655,Johnson & Johnson,Johnson & Johnson Bread,330 ml,Bakery,https://dummyimage.com/200x200/000/fff&text=Bread,OpenFoodFacts
3537433720504,Nestle,Nestle Cheese,1500 ml,Household,https://dummyimage.com/200x200/000/fff&text=Cheese,RP2K
3948627380181,Nestle,Nestle Cereal Box,500 g,Bakery,https://dummyimage.com/200x200/000/fff&text=Cereal+Box,HoloSelecta
1732954752276,Johnson & Johnson,Johnson & Johnson Cereal Box,1500 ml,Snacks,https://dummyimage.com/200x200/000/fff&text=Cereal+Box,HoloSelecta
5761936644267,Nestle,Nestle Orange Juice,250 ml,Dairy,https://dummyimage.com/200x200/000/fff&text=Orange+Juice,OpenFoodFacts
1385255998289,Danone,Danone Chocolate Bar,750 ml,Beverages,https://dummyimage.com/200x200/000/fff&text=Chocolate+Bar,RP2K
6757068074842,Heinz,Heinz Shampoo,500 ml,Cereal,https://dummyimage.com/200x200/000/fff&text=Shampoo,Retail786k
0912987402329,P&G,P&G Cookies,750 g,Frozen,https://dummyimage.com/200x200/000/fff&text=Cookies,RP2K
2558011649186,Johnson & Johnson,Johnson & Johnson Ice Cream,1000 ml,Cereal,https://dummyimage.com/200x200/000/fff&text=Ice+Cream,RP2K
3734384468053,Danone,Danone Laundry Detergent,750 ml,Bakery,https://dummyimage.com/200x200/000/fff&text=Laundry+Detergent,HoloSelecta
6809818410841,P&G,P&G Yogurt,1500 ml,Frozen,https://dummyimage.com/200x200/000/fff&text=Yogurt,HoloSelecta
6070209481997,General Mills,General Mills Shampoo,250 g,Beverages,https://dummyimage.com/200x200/000/fff&text=Shampoo,HoloSelecta
8673648595904,Mars,Mars Yogurt,1000 g,Personal Care,https://dummyimage.com/200x200/000/fff&text=Yogurt,OpenFoodFacts
8702417936645,Danone,Danone Toothpaste,500 g,Cereal,https://dummyimage.com/200x200/000/fff&text=Toothpaste,RP2K
5694855765242,Colgate,Colgate Cheese,500 g,Cereal,https://dummyimage.com/200x200/000/fff&text=Cheese,RP2K
4063814577010,Kellogg's,Kellogg's Cookies,1500 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Cookies,OpenFoodFacts
6472835283462,Nestle,Nestle Laundry Detergent,330 ml,Personal Care,https://dummyimage.com/200x200/000/fff&text=Laundry+Detergent,Retail786k
8908432137658,Coca-Cola,Coca-Cola Cookies,1500 g,Bakery,https://dummyimage.com/200x200/000/fff&text=Cookies,HoloSelecta
5446619544361,Mondelez,Mondelez Ice Cream,1500 g,Frozen,https://dummyimage.com/200x200/000/fff&text=Ice+Cream,RP2K
9864605042312,Colgate,Colgate Orange Juice,330 ml,Beverages,https://dummyimage.com/200x200/000/fff&text=Orange+Juice,Retail786k
3183971899716,Nestle,Nestle Laundry Detergent,330 ml,Cereal,https://dummyimage.com/200x200/000/fff&text=Laundry+Detergent,OpenFoodFacts
9826261612834,Danone,Danone Laundry Detergent,1000 g,Personal Care,https://dummyimage.com/200x200/000/fff&text=Laundry+Detergent,RP2K
8346239837553,General Mills,General Mills Chips,250 ml,Personal Care,https://dummyimage.com/200x200/000/fff&text=Chips,HoloSelecta
8944561158799,Mondelez,Mondelez Cheese,500 ml,Beverages,https://dummyimage.com/200x200/000/fff&text=Cheese,Retail786k
1476787378301,Pepsi,Pepsi Ice Cream,1500 ml,Frozen,https://dummyimage.com/200x200/000/fff&text=Ice+Cream,HoloSelecta
3403484344603,P&G,P&G Yogurt,250 ml,Personal Care,https://dummyimage.com/200x200/000/fff&text=Yogurt,HoloSelecta
8187154577762,Coca-Cola,Coca-Cola Soap,750 ml,Cereal,https://dummyimage.com/200x200/000/fff&text=Soap,OpenFoodFacts
2097371195839,Coca-Cola,Coca-Cola Chocolate Bar,1500 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Chocolate+Bar,RP2K
2628012542783,Pepsi,Pepsi Toothpaste,1000 g,Snacks,https://dummyimage.com/200x200/000/fff&text=Toothpaste,OpenFoodFacts
0296327580091,Unilever,Unilever Laundry Detergent,500 ml,Bakery,https://dummyimage.com/200x200/000/fff&text=Laundry+Detergent,RP2K
6124076174954,Colgate,Colgate Ice Cream,1000 g,Cereal,https://dummyimage.com/200x200/000/fff&text=Ice+Cream,Retail786k
9344540494341,Colgate,Colgate Chocolate Bar,500 ml,Beverages,https://dummyimage.com/200x200/000/fff&text=Chocolate+Bar,OpenFoodFacts
3133059586977,Colgate,Colgate Cheese,1500 ml,Beverages,https://dummyimage.com/200x200/000/fff&text=Cheese,RP2K
5139231781626,L'Oréal,L'Oréal Toothpaste,500 g,Personal Care,https://dummyimage.com/200x200/000/fff&text=Toothpaste,OpenFoodFacts
5078828773111,Unilever,Unilever Toothpaste,250 g,Snacks,https://dummyimage.com/200x200/000/fff&text=Toothpaste,RP2K
8234042555354,Danone,Danone Orange Juice,1500 ml,Dairy,https://dummyimage.com/200x200/000/fff&text=Orange+Juice,Retail786k
9724905309129,L'Oréal,L'Oréal Shampoo,1500 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Shampoo,OpenFoodFacts
0997493808650,Johnson & Johnson,Johnson & Johnson Cheese,500 g,Beverages,https://dummyimage.com/200x200/000/fff&text=Cheese,OpenFoodFacts
5105559169002,Kellogg's,Kellogg's Ice Cream,1500 g,Snacks,https://dummyimage.com/200x200/000/fff&text=Ice+Cream,OpenFoodFacts
7102662424132,Mars,Mars Chocolate Bar,750 g,Cereal,https://dummyimage.com/200x200/000/fff&text=Chocolate+Bar,OpenFoodFacts
9182516247252,Mondelez,Mondelez Orange Juice,750 ml,Snacks,https://dummyimage.com/200x200/000/fff&text=Orange+Juice,HoloSelecta
8960958101933,Heinz,Heinz Cookies,1000 g,Cereal,https://dummyimage.com/200x200/000/fff&text=Cookies,RP2K
0750767651679,Mondelez,Mondelez Cookies,250 ml,Dairy,https://dummyimage.com/200x200/000/fff&text=Cookies,HoloSelecta
8291941570451,Heinz,Heinz Chocolate Bar,250 g,Frozen,https://dummyimage.com/200x200/000/fff&text=Chocolate+Bar,OpenFoodFacts
1246330616521,Coca-Cola,Coca-Cola Laundry Detergent,1500 ml,Cereal,https://dummyimage.com/200x200/000/fff&text=Laundry+Detergent,RP2K
4009038749444,Johnson & Johnson,Johnson & Johnson Ice Cream,250 ml,Beverages,https://dummyimage.com/200x200/000/fff&text=Ice+Cream,OpenFoodFacts
1687408946742,General Mills,General Mills Chocolate Bar,330 ml,Household,https://dummyimage.com/200x200/000/fff&text=Chocolate+Bar,HoloSelecta
2206503092063,L'Oréal,L'Oréal Bread,250 g,Snacks,https://dummyimage.com/200x200/000/fff&text=Bread,OpenFoodFacts
1744381297800,Johnson & Johnson,Johnson & Johnson Cheese,500 g,Personal Care,https://dummyimage.com/200x200/000/fff&text=Cheese,HoloSelecta
0061042510759,Mondelez,Mondelez Ice Cream,250 ml,Snacks,https://dummyimage.com/200x200/000/fff&text=Ice+Cream,Retail786k
0248145426785,Coca-Cola,Coca-Cola Cereal Box,330 ml,Personal Care,https://dummyimage.com/200x200/000/fff&text=Cereal+Box,OpenFoodFacts
5160424327659,General Mills,General Mills Orange Juice,1500 ml,Snacks,https://dummyimage.com/200x200/000/fff&text=Orange+Juice,RP2K
4019710405100,Mars,Mars Yogurt,330 ml,Frozen,https://dummyimage.com/200x200/000/fff&text=Yogurt,OpenFoodFacts
5883907728216,Nestle,Nestle Toothpaste,500 ml,Snacks,https://dummyimage.com/200x200/000/fff&text=Toothpaste,Retail786k
3510657310591,Johnson & Johnson,Johnson & Johnson Cereal Box,1500 ml,Beverages,https://dummyimage.com/200x200/000/fff&text=Cereal+Box,HoloSelecta
7588767601157,Pepsi,Pepsi Bread,330 g,Snacks,https://dummyimage.com/200x200/000/fff&text=Bread,OpenFoodFacts
5598595068581,L'Oréal,L'Oréal Chips,1000 ml,Personal Care,https://dummyimage.com/200x200/000/fff&text=Chips,Retail786k
4399523039748,Heinz,Heinz Cheese,1500 g,Household,https://dummyimage.com/200x200/000/fff&text=Cheese,OpenFoodFacts
4764391102151,General Mills,General Mills Bread,500 g,Cereal,https://dummyimage.com/200x200/000/fff&text=Bread,Retail786k
4379994261183,Nestle,Nestle Ice Cream,250 ml,Frozen,https://dummyimage.com/200x200/000/fff&text=Ice+Cream,OpenFoodFacts
6404665388062,Pepsi,Pepsi Shampoo,750 ml,Personal Care,https://dummyimage.com/200x200/000/fff&text=Shampoo,Retail786k
5791534928902,Johnson & Johnson,Johnson & Johnson Cheese,1500 g,Household,https://dummyimage.com/200x200/000/fff&text=Cheese,HoloSelecta
8123946800786,L'Oréal,L'Oréal Cola,1000 g,Household,https://dummyimage.com/200x200/000/fff&text=Cola,Retail786k
9703774796568,Pepsi,Pepsi Cookies,750 ml,Dairy,https://dummyimage.com/200x200/000/fff&text=Cookies,Retail786k
4713662273205,General Mills,General Mills Cheese,1500 ml,Beverages,https://dummyimage.com/200x200/000/fff&text=Cheese,OpenFoodFacts
4321164290677,Coca-Cola,Coca-Cola Chips,1000 ml,Dairy,https://dummyimage.com/200x200/000/fff&text=Chips,RP2K
5137102384983,Pepsi,Pepsi Cola,750 ml,Snacks,https://dummyimage.com/200x200/000/fff&text=Cola,OpenFoodFacts
0383962498253,Mondelez,Mondelez Bread,500 ml,Frozen,https://dummyimage.com/200x200/000/fff&text=Bread,Retail786k
6388021701040,Unilever,Unilever Soap,500 g,Frozen,https://dummyimage.com/200x200/000/fff&text=Soap,Retail786k
4191923036774,Mars,Mars Chips,250 ml,Frozen,https://dummyimage.com/200x200/000/fff&text=Chips,Retail786k
2169773500891,P&G,P&G Cereal Box,330 g,Frozen,https://dummyimage.com/200x200/000/fff&text=Cereal+Box,RP2K
3711120096732,Mondelez,Mondelez Shampoo,1000 g,Personal Care,https://dummyimage.com/200x200/000/fff&text=Shampoo,OpenFoodFacts
9261649117042,Mars,Mars Ice Cream,330 g,Snacks,https://dummyimage.com/200x200/000/fff&text=Ice+Cream,RP2K
4998036654075,Unilever,Unilever Cola,330 ml,Bakery,https://dummyimage.com/200x200/000/fff&text=Cola,RP2K
1983567371426,Kellogg's,Kellogg's Chocolate Bar,330 g,Snacks,https://dummyimage.com/200x200/000/fff&text=Chocolate+Bar,RP2K
7007411877521,L'Oréal,L'Oréal Shampoo,500 g,Bakery,https://dummyimage.com/200x200/000/fff&text=Shampoo,HoloSelecta
9808856783044,Mars,Mars Laundry Detergent,330 g,Personal Care,https://dummyimage.com/200x200/000/fff&text=Laundry+Detergent,RP2K
9667937928855,Mondelez,Mondelez Chocolate Bar,500 ml,Cereal,https://dummyimage.com/200x200/000/fff&text=Chocolate+Bar,OpenFoodFacts
1042034492368,Johnson & Johnson,Johnson & Johnson Orange Juice,250 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Orange+Juice,HoloSelecta
0631162322756,Mars,Mars Cookies,1000 ml,Cereal,https://dummyimage.com/200x200/000/fff&text=Cookies,Retail786k
1842540801957,Danone,Danone Soap,250 g,Household,https://dummyimage.com/200x200/000/fff&text=Soap,RP2K
7137161303275,Danone,Danone Ice Cream,500 g,Personal Care,https://dummyimage.com/200x200/000/fff&text=Ice+Cream,Retail786k
6863565161388,General Mills,General Mills Ice Cream,750 ml,Household,https://dummyimage.com/200x200/000/fff&text=Ice+Cream,Retail786k
5864161928970,Kellogg's,Kellogg's Yogurt,330 g,Cereal,https://dummyimage.com/200x200/000/fff&text=Yogurt,Retail786k
1446327641684,L'Oréal,L'Oréal Cereal Box,500 ml,Household,https://dummyimage.com/200x200/000/fff&text=Cereal+Box,OpenFoodFacts
4825058229151,Coca-Cola,Coca-Cola Laundry Detergent,250 g,Bakery,https://dummyimage.com/200x200/000/fff&text=Laundry+Detergent,Retail786k
6372574589415,P&G,P&G Chocolate Bar,1500 ml,Household,https://dummyimage.com/200x200/000/fff&text=Chocolate+Bar,OpenFoodFacts
5630282061946,Mars,Mars Chocolate Bar,750 g,Household,https://dummyimage.com/200x200/000/fff&text=Chocolate+Bar,HoloSelecta
0714627717837,Mars,Mars Orange Juice,250 g,Cereal,https://dummyimage.com/200x200/000/fff&text=Orange+Juice,RP2K
7438251212089,General Mills,General Mills Toothpaste,1500 g,Frozen,https://dummyimage.com/200x200/000/fff&text=Toothpaste,RP2K
9711775882234,Mondelez,Mondelez Chocolate Bar,1000 g,Beverages,https://dummyimage.com/200x200/000/fff&text=Chocolate+Bar,RP2K
3837348257424,Mars,Mars Chips,1500 ml,Cereal,https://dummyimage.com/200x200/000/fff&text=Chips,OpenFoodFacts
3071630371058,Pepsi,Pepsi Shampoo,1500 ml,Frozen,https://dummyimage.com/200x200/000/fff&text=Shampoo,OpenFoodFacts
2737960329695,General Mills,General Mills Cookies,250 g,Personal Care,https://dummyimage.com/200x200/000/fff&text=Cookies,OpenFoodFacts
6272801352655,Pepsi,Pepsi Cheese,1500 g,Personal Care,https://dummyimage.com/200x200/000/fff&text=Cheese,OpenFoodFacts
1648098389578,Coca-Cola,Coca-Cola Soap,500 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Soap,Retail786k
4801241788643,Coca-Cola,Coca-Cola Ice Cream,500 ml,Beverages,https://dummyimage.com/200x200/000/fff&text=Ice+Cream,OpenFoodFacts
5182724777378,Mondelez,Mondelez Soap,750 ml,Bakery,https://dummyimage.com/200x200/000/fff&text=Soap,Retail786k
5093470193636,Pepsi,Pepsi Shampoo,750 g,Cereal,https://dummyimage.com/200x200/000/fff&text=Shampoo,Retail786k
7591813235497,P&G,P&G Ice Cream,330 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Ice+Cream,OpenFoodFacts
4242839180478,General Mills,General Mills Shampoo,330 ml,Frozen,https://dummyimage.com/200x200/000/fff&text=Shampoo,Retail786k
1604964865836,P&G,P&G Toothpaste,1000 g,Bakery,https://dummyimage.com/200x200/000/fff&text=Toothpaste,OpenFoodFacts
9905076964533,P&G,P&G Orange Juice,500 ml,Cereal,https://dummyimage.com/200x200/000/fff&text=Orange+Juice,OpenFoodFacts
2264530130769,Kellogg's,Kellogg's Cookies,750 ml,Beverages,https://dummyimage.com/200x200/000/fff&text=Cookies,OpenFoodFacts
1168243468250,Nestle,Nestle Cola,330 ml,Bakery,https://dummyimage.com/200x200/000/fff&text=Cola,OpenFoodFacts
0442518463166,Unilever,Unilever Ice Cream,750 g,Beverages,https://dummyimage.com/200x200/000/fff&text=Ice+Cream,RP2K
7064075685824,Nestle,Nestle Yogurt,750 ml,Bakery,https://dummyimage.com/200x200/000/fff&text=Yogurt,HoloSelecta
4268494025701,Nestle,Nestle Soap,250 g,Bakery,https://dummyimage.com/200x200/000/fff&text=Soap,HoloSelecta
6606601460560,Mars,Mars Orange Juice,250 ml,Personal Care,https://dummyimage.com/200x200/000/fff&text=Orange+Juice,RP2K
9323251831263,Mondelez,Mondelez Orange Juice,1500 ml,Dairy,https://dummyimage.com/200x200/000/fff&text=Orange+Juice,HoloSelecta
4562487240905,Mondelez,Mondelez Yogurt,750 g,Cereal,https://dummyimage.com/200x200/000/fff&text=Yogurt,RP2K
4852847934507,Nestle,Nestle Cola,1500 g,Bakery,https://dummyimage.com/200x200/000/fff&text=Cola,Retail786k
1832957664177,Danone,Danone Toothpaste,1000 g,Snacks,https://dummyimage.com/200x200/000/fff&text=Toothpaste,Retail786k
4327556853918,Heinz,Heinz Soap,500 ml,Bakery,https://dummyimage.com/200x200/000/fff&text=Soap,RP2K
3080306009102,Colgate,Colgate Cereal Box,1500 ml,Cereal,https://dummyimage.com/200x200/000/fff&text=Cereal+Box,HoloSelecta
6029470385381,Heinz,Heinz Chips,1000 g,Snacks,https://dummyimage.com/200x200/000/fff&text=Chips,HoloSelecta
4007177150763,Nestle,Nestle Toothpaste,1000 ml,Beverages,https://dummyimage.com/200x200/000/fff&text=Toothpaste,RP2K
2151781393121,Johnson & Johnson,Johnson & Johnson Chocolate Bar,250 ml,Beverages,https://dummyimage.com/200x200/000/fff&text=Chocolate+Bar,Retail786k
4431742763414,Mondelez,Mondelez Shampoo,1000 g,Personal Care,https://dummyimage.com/200x200/000/fff&text=Shampoo,HoloSelecta
8089577604554,P&G,P&G Laundry Detergent,1500 ml,Snacks,https://dummyimage.com/200x200/000/fff&text=Laundry+Detergent,Retail786k
7414815070265,Unilever,Unilever Bread,1500 g,Frozen,https://dummyimage.com/200x200/000/fff&text=Bread,OpenFoodFacts
3859595223724,Nestle,Nestle Toothpaste,1500 g,Personal Care,https://dummyimage.com/200x200/000/fff&text=Toothpaste,Retail786k
6149126313435,Colgate,Colgate Chips,330 g,Beverages,https://dummyimage.com/200x200/000/fff&text=Chips,Retail786k
6703038558294,Danone,Danone Cereal Box,250 g,Personal Care,https://dummyimage.com/200x200/000/fff&text=Cereal+Box,HoloSelecta
5806476268204,P&G,P&G Chips,1000 g,Personal Care,https://dummyimage.com/200x200/000/fff&text=Chips,RP2K
9376670592932,Kellogg's,Kellogg's Cheese,330 ml,Snacks,https://dummyimage.com/200x200/000/fff&text=Cheese,HoloSelecta
8528619334443,Mondelez,Mondelez Chips,500 g,Personal Care,https://dummyimage.com/200x200/000/fff&text=Chips,HoloSelecta
6099016749588,Pepsi,Pepsi Cheese,1500 ml,Frozen,https://dummyimage.com/200x200/000/fff&text=Cheese,HoloSelecta
6436058578965,Colgate,Colgate Yogurt,1000 g,Personal Care,https://dummyimage.com/200x200/000/fff&text=Yogurt,RP2K
0134340597316,P&G,P&G Cereal Box,330 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Cereal+Box,OpenFoodFacts
8013222263155,General Mills,General Mills Cheese,1000 g,Household,https://dummyimage.com/200x200/000/fff&text=Cheese,OpenFoodFacts
5234450148615,Kellogg's,Kellogg's Cola,1000 ml,Dairy,https://dummyimage.com/200x200/000/fff&text=Cola,OpenFoodFacts
7000109449109,Pepsi,Pepsi Yogurt,750 ml,Snacks,https://dummyimage.com/200x200/000/fff&text=Yogurt,OpenFoodFacts
0288670866076,Unilever,Unilever Laundry Detergent,250 ml,Dairy,https://dummyimage.com/200x200/000/fff&text=Laundry+Detergent,Retail786k
4961878237836,Nestle,Nestle Cookies,330 ml,Cereal,https://dummyimage.com/200x200/000/fff&text=Cookies,Retail786k
4462477253222,Mars,Mars Bread,1500 ml,Personal Care,https://dummyimage.com/200x200/000/fff&text=Bread,HoloSelecta
7766321203423,Coca-Cola,Coca-Cola Cola,750 g,Beverages,https://dummyimage.com/200x200/000/fff&text=Cola,OpenFoodFacts
8050539911874,L'Oréal,L'Oréal Chips,1500 g,Cereal,https://dummyimage.com/200x200/000/fff&text=Chips,OpenFoodFacts
5755271068505,P&G,P&G Cola,1500 ml,Snacks,https://dummyimage.com/200x200/000/fff&text=Cola,HoloSelecta
2437578709031,Pepsi,Pepsi Bread,1500 g,Beverages,https://dummyimage.com/200x200/000/fff&text=Bread,Retail786k
7452165322979,Colgate,Colgate Ice Cream,1000 g,Bakery,https://dummyimage.com/200x200/000/fff&text=Ice+Cream,Retail786k
2334695710370,Coca-Cola,Coca-Cola Laundry Detergent,250 g,Beverages,https://dummyimage.com/200x200/000/fff&text=Laundry+Detergent,HoloSelecta
3426741967087,Colgate,Colgate Cheese,330 g,Snacks,https://dummyimage.com/200x200/000/fff&text=Cheese,RP2K
8083703656653,Pepsi,Pepsi Cookies,500 g,Cereal,https://dummyimage.com/200x200/000/fff&text=Cookies,RP2K
5605175289073,Nestle,Nestle Orange Juice,500 g,Personal Care,https://dummyimage.com/200x200/000/fff&text=Orange+Juice,RP2K
1578409413749,Unilever,Unilever Toothpaste,750 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Toothpaste,OpenFoodFacts
9973889769140,Mondelez,Mondelez Cola,330 g,Personal Care,https://dummyimage.com/200x200/000/fff&text=Cola,Retail786k
6850241139199,Coca-Cola,Coca-Cola Cookies,1500 g,Bakery,https://dummyimage.com/200x200/000/fff&text=Cookies,HoloSelecta
6965582061839,Mars,Mars Orange Juice,1500 g,Bakery,https://dummyimage.com/200x200/000/fff&text=Orange+Juice,HoloSelecta
6269220735039,Colgate,Colgate Laundry Detergent,1500 ml,Personal Care,https://dummyimage.com/200x200/000/fff&text=Laundry+Detergent,OpenFoodFacts
6278408261253,Mars,Mars Yogurt,750 ml,Bakery,https://dummyimage.com/200x200/000/fff&text=Yogurt,OpenFoodFacts
1854155871690,Unilever,Unilever Soap,250 ml,Personal Care,https://dummyimage.com/200x200/000/fff&text=Soap,HoloSelecta
4734612099157,Mondelez,Mondelez Bread,1000 g,Frozen,https://dummyimage.com/200x200/000/fff&text=Bread,RP2K
7110872151168,Nestle,Nestle Bread,500 ml,Beverages,https://dummyimage.com/200x200/000/fff&text=Bread,OpenFoodFacts
2003432737597,P&G,P&G Yogurt,750 ml,Beverages,https://dummyimage.com/200x200/000/fff&text=Yogurt,RP2K
3323259670709,Nestle,Nestle Soap,1000 ml,Personal Care,https://dummyimage.com/200x200/000/fff&text=Soap,RP2K
0793298575083,General Mills,General Mills Laundry Detergent,1500 ml,Snacks,https://dummyimage.com/200x200/000/fff&text=Laundry+Detergent,HoloSelecta
2594003522631,Coca-Cola,Coca-Cola Cookies,330 g,Personal Care,https://dummyimage.com/200x200/000/fff&text=Cookies,OpenFoodFacts
3869940969306,General Mills,General Mills Cheese,250 g,Frozen,https://dummyimage.com/200x200/000/fff&text=Cheese,RP2K
4811808958587,General Mills,General Mills Chips,250 g,Cereal,https://dummyimage.com/200x200/000/fff&text=Chips,HoloSelecta
4805772025222,Danone,Danone Bread,500 ml,Beverages,https://dummyimage.com/200x200/000/fff&text=Bread,OpenFoodFacts
4934130156671,Coca-Cola,Coca-Cola Bread,500 ml,Dairy,https://dummyimage.com/200x200/000/fff&text=Bread,Retail786k
2737144814160,Mars,Mars Cookies,750 g,Frozen,https://dummyimage.com/200x200/000/fff&text=Cookies,HoloSelecta
2217751419731,Heinz,Heinz Cheese,500 ml,Beverages,https://dummyimage.com/200x200/000/fff&text=Cheese,Retail786k
0646278296242,P&G,P&G Bread,1000 ml,Dairy,https://dummyimage.com/200x200/000/fff&text=Bread,HoloSelecta
7765976533039,Mars,Mars Cookies,330 g,Frozen,https://dummyimage.com/200x200/000/fff&text=Cookies,OpenFoodFacts
0077939110278,General Mills,General Mills Cookies,250 ml,Household,https://dummyimage.com/200x200/000/fff&text=Cookies,OpenFoodFacts
3248853395950,Danone,Danone Orange Juice,250 ml,Dairy,https://dummyimage.com/200x200/000/fff&text=Orange+Juice,HoloSelecta
0126050002891,Unilever,Unilever Bread,750 ml,Frozen,https://dummyimage.com/200x200/000/fff&text=Bread,HoloSelecta
5863616979277,Mars,Mars Yogurt,1000 ml,Bakery,https://dummyimage.com/200x200/000/fff&text=Yogurt,OpenFoodFacts
3372385077913,P&G,P&G Laundry Detergent,250 ml,Cereal,https://dummyimage.com/200x200/000/fff&text=Laundry+Detergent,HoloSelecta
0223503348619,Mondelez,Mondelez Shampoo,330 ml,Cereal,https://dummyimage.com/200x200/000/fff&text=Shampoo,RP2K
4862370926870,Coca-Cola,Coca-Cola Soap,500 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Soap,Retail786k
5740978977502,Mars,Mars Cookies,250 g,Personal Care,https://dummyimage.com/200x200/000/fff&text=Cookies,HoloSelecta
7596081605874,Danone,Danone Ice Cream,1500 ml,Snacks,https://dummyimage.com/200x200/000/fff&text=Ice+Cream,RP2K
8263215019270,Pepsi,Pepsi Cereal Box,1000 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Cereal+Box,RP2K
2130928205138,Pepsi,Pepsi Cola,250 g,Bakery,https://dummyimage.com/200x200/000/fff&text=Cola,RP2K
1682044499812,Danone,Danone Orange Juice,750 ml,Beverages,https://dummyimage.com/200x200/000/fff&text=Orange+Juice,Retail786k
5280154774742,Unilever,Unilever Chocolate Bar,500 g,Cereal,https://dummyimage.com/200x200/000/fff&text=Chocolate+Bar,Retail786k
4668508916467,L'Oréal,L'Oréal Orange Juice,750 ml,Snacks,https://dummyimage.com/200x200/000/fff&text=Orange+Juice,RP2K
9768039433657,Danone,Danone Toothpaste,500 g,Snacks,https://dummyimage.com/200x200/000/fff&text=Toothpaste,RP2K
1438521614939,Nestle,Nestle Laundry Detergent,330 ml,Cereal,https://dummyimage.com/200x200/000/fff&text=Laundry+Detergent,HoloSelecta
8169592794697,Nestle,Nestle Orange Juice,1500 ml,Bakery,https://dummyimage.com/200x200/000/fff&text=Orange+Juice,OpenFoodFacts
5686404820922,Nestle,Nestle Laundry Detergent,330 ml,Personal Care,https://dummyimage.com/200x200/000/fff&text=Laundry+Detergent,Retail786k
3334818770501,Colgate,Colgate Shampoo,1000 ml,Bakery,https://dummyimage.com/200x200/000/fff&text=Shampoo,HoloSelecta
0905121267649,P&G,P&G Yogurt,330 ml,Personal Care,https://dummyimage.com/200x200/000/fff&text=Yogurt,OpenFoodFacts
5703086177295,Colgate,Colgate Orange Juice,250 g,Household,https://dummyimage.com/200x200/000/fff&text=Orange+Juice,Retail786k
2904996008300,Kellogg's,Kellogg's Cheese,1500 ml,Household,https://dummyimage.com/200x200/000/fff&text=Cheese,HoloSelecta
7400550984929,Mondelez,Mondelez Orange Juice,750 ml,Cereal,https://dummyimage.com/200x200/000/fff&text=Orange+Juice,OpenFoodFacts
8712467971350,Colgate,Colgate Cheese,1500 g,Household,https://dummyimage.com/200x200/000/fff&text=Cheese,Retail786k
6208255217394,P&G,P&G Toothpaste,330 g,Personal Care,https://dummyimage.com/200x200/000/fff&text=Toothpaste,RP2K
4283153012007,Mars,Mars Chocolate Bar,1000 g,Personal Care,https://dummyimage.com/200x200/000/fff&text=Chocolate+Bar,Retail786k
4546939682208,General Mills,General Mills Bread,500 g,Cereal,https://dummyimage.com/200x200/000/fff&text=Bread,RP2K
9331765784975,Johnson & Johnson,Johnson & Johnson Orange Juice,1000 g,Dairy,https://dummyimage.com/200x200/000/fff&text=Orange+Juice,HoloSelecta
7298398841333,Coca-Cola,Coca-Cola Toothpaste,250 ml,Beverages,https://dummyimage.com/200x200/000/fff&text=Toothpaste,OpenFoodFacts
9985902206129,Johnson & Johnson,Johnson & Johnson Shampoo,330 ml,Household,https://dummyimage.com/200x200/000/fff&text=Shampoo,RP2K
5710690387194,P&G,P&G Soap,500 g,Cereal,https://dummyimage.com/200x200/000/fff&text=Soap,Retail786k
7506094094398,L'Oréal,L'Oréal Yogurt,1500 ml,Personal Care,https://dummyimage.com/200x200/000/fff&text=Yogurt,OpenFoodFacts
1697772867994,L'Oréal,L'Oréal Ice Cream,750 ml,Snacks,https://dummyimage.com/200x200/000/fff&text=Ice+Cream,OpenFoodFacts
